custom_id,task_name,how,slug,category_name,named_source,source_real,votes,confidence
cn-all-remaining-0228-930473c4,基于WHO/ISH 2019模型的 CVD风险评估与分级管理,分类,ehr,EHR Software,,yes,3/3,0.52
cn-all-remaining-0229-ee451ace,4500 m3/d造纸废水处理工艺计算、二沉池口径纠正与CAD一致性审计,分类,civil-engineering-design,Civil Engineering Design Software,,yes,3/3,0.53
cn-all-remaining-0230-7ad23258,1998-2021年江苏近海SST梯度与HBCF/JSF锋带时空特征可复现分析,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.65
cn-all-remaining-0232-d62432a4,CuS/Cu-ZIF纳米材料多模态表征数据处理与可复现结果报告,分类,electronic-lab-notebook-eln,Electronic Lab Notebook (ELN) Software,,yes,2/3,0.48
cn-all-remaining-0233-716f6fd9,水泵机械零部件正向设计与轴承全工况寿命校核综合任务,分类,mechanical-computer-aided-design-mcad,Mechanical Computer-aided Design (MCAD) Software,,yes,3/3,0.65
cn-all-remaining-0234-9f997aba,面向无人机蜂群对抗的智能任务分配算法设计与实现,分类,robotic-simulation-software,Robotic Simulation Software,,no,2/3,0.48
cn-all-remaining-0235-b31d2b3b,明挖基坑有无加固工况数值模拟分析,分类,simulation-cae,Simulation & CAE Software,,yes,2/3,0.58
cn-all-remaining-0236-9d88defd,游戏模型资产贴图过暗渲染修复,分类,3d-rendering,3D Rendering Software,,unsure,2/3,0.47
cn-all-remaining-0237-8fc39a86,服务小程序适老化无障碍验收,分类,x-regulatory-registry,Regulatory Registry / Compliance Filing Database — 备案与合规申报检索库,,yes,1/3,0.57
cn-all-remaining-0238-ec8b0623,二维钙钛矿太阳能电池模拟,分类,simulation-cae,Simulation & CAE Software,,unsure,3/3,0.53
cn-all-remaining-0239-d34a697d,预制钢筋可拼接下料模拟退火算法设计与生产方案导出,分类,production-management,Production Management Software,,yes,2/3,0.5
cn-all-remaining-0240-6c615bee,国内与国际危险品运输规则协同分析,分类,trade-compliance,Trade Compliance,,yes,3/3,0.7
cn-all-remaining-0241-a840346d,构建 MTA 地铁无障碍资产与站点运维审计数据产品,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,2/3,0.8
cn-all-remaining-0242-be25547c,FMI 成像测井裂缝密度、优势产状与高裂缝带自动识别,分类,geology-and-seismic,Geology and Seismic Software,,yes,3/3,0.75
cn-all-remaining-0243-885c2ff8,Parkfield 重复地震 DTW/MWCS 频率依赖速度变化复现与评估,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.82
cn-all-remaining-0244-2e8ded33,underwater_depth_control,分类,robotic-simulation-software,Robotic Simulation Software,,no,3/3,0.5
cn-all-remaining-0245-a6640871,实测多分量 C3 高阶地震干涉算法复现与验证,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.82
cn-all-remaining-0246-df9e58bb,二维von Kármán随机介质下的单次散射到时、角度权重与参数敏感性建模,分类,geology-and-seismic,Geology and Seismic Software,,no,3/3,0.4
cn-all-remaining-0247-3a150457,二维单次散射coda-P差时几何、等时椭圆与距离非唯一性验证,分类,geology-and-seismic,Geology and Seismic Software,,no,3/3,0.4
cn-all-remaining-0248-45095616,CYP3A4 抑制活性的定量结构-活性关系建模,分类,drug-discovery,Drug Discovery Software,,yes,3/3,0.62
cn-all-remaining-0252-36566ef7,葡萄酒品质序数回归,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.87
cn-all-remaining-0254-6e32e684,交通流量递归多步分位数预测,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.87
cn-all-remaining-0255-b2e13f01,IGS NYA2 多星座 RINEX-Kp 完整性审计,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.65
cn-all-remaining-0256-f2187348,山地园区道路纵断面拉坡设计与土石方工程费优化,分类,civil-engineering-design,Civil Engineering Design Software,,yes,3/3,0.57
cn-all-remaining-0257-8171b0b6,业务工作台列表 Excel 导出实现与验证,分类,document-generation,Document Generation Software,,no,2/3,0.45
cn-all-remaining-0258-e2a6a474,静态资料下载路由实现与验证,分类,version-control-hosting,Version Control Hosting Software,,no,1/3,0.42
cn-all-remaining-0259-0f98e766,"Inconsistent path resolution: --background-file resolves against CWD, not the repo root",分类,peer-code-review,Peer Code Review Software,,yes,2/3,0.55
cn-all-remaining-0260-00dbcac0,修复 Affinity Router 初始化阶段因应用名称缺失导致的空指针崩溃,分类,service-discovery,Service Discovery Software,,yes,2/3,0.6
cn-all-remaining-0265-ae028604,中国人力资源服务行业研究与区域型机构增长策略,分类,market-research-services,Market Research Companies,,yes,2/3,0.48
cn-all-remaining-0266-117b85a6,800V纯电SUV动力电池液冷热管理工况评估与冷却能力校核 ,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/2,0.75
cn-all-remaining-0269-78ef8a58,酵母基因功能多标签分类,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.82
cn-all-remaining-0270-2b2cb5bf,开发可验证的五子棋 GUI 与 MCTS 人机对战客户端,分类,game-development,Game Development Software,,no,2/2,0.6
cn-all-remaining-0271-7788ccc0,手游战斗结算规则回归、缺陷定位与自动化发布门槛核验    ,分类,x-game-liveops-console,Game Engine Editor / LiveOps Admin Console — 游戏内容编辑器或运营后台,,yes,2/2,0.65
cn-all-remaining-0272-eaf429b6,乳腺癌生存风险预测,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.85
cn-all-remaining-0276-6e6811c4,Seata 批量 INSERT 使用 SQL 函数时主键提取错误,分类,source-code-management,Source Code Management Software,,yes,2/2,0.85
cn-all-remaining-0279-e1055243,Intel RealSense D455 RGB-D 三维目标感知系统可靠性升级、离线部署与自动化验收交付,分类,source-code-management,Source Code Management Software,,yes,2/2,0.6
cn-all-remaining-0280-56d150e9,Dubbo-go 注册中心销毁与订阅超时并发问题,分类,source-code-management,Source Code Management Software,,yes,2/2,0.85
cn-all-remaining-0281-5f45e300,STM32F407 TR500 移动机器人全链路控制可靠性升级、自动化验证与可追溯交付,分类,source-code-management,Source Code Management Software,,yes,2/2,0.6
cn-all-remaining-0284-ee8ca4d8,RocketMQ ServiceThread 唤醒信号丢失,分类,source-code-management,Source Code Management Software,,yes,2/2,0.85
cn-all-remaining-0287-5251edcb,Iceberg Go 无法处理 INT32/INT64 编码的 Parquet Decimal 统计信息,分类,source-code-management,Source Code Management Software,,yes,2/2,0.85
cn-all-remaining-0288-9191bb5f,Nacos Config 客户端关闭后监听线程池持续泄漏,分类,source-code-management,Source Code Management Software,,yes,2/2,0.85
cn-all-remaining-0289-179b18af,SeaTunnel 多作业 Kafka 分区配置相互污染,分类,source-code-management,Source Code Management Software,,yes,2/3,0.77
cn-all-remaining-0290-e90402a5,垂直 DAS 微震入射路径校正与跨事件速度一致性评估,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.58
cn-all-remaining-0291-e8bd6c4c,汽车连接器注塑件关键尺寸SPC分析、过程能力评估与量产放行判定    ,分类,quality-management-qms,Quality Management Systems (QMS),,yes,3/3,0.7
cn-all-remaining-0292-d702cea3,SeaTunnel Flink Schema Evolution 与 XA 事务发生 MDL 死锁,分类,source-code-management,Source Code Management Software,,yes,2/3,0.77
cn-all-remaining-0293-55df2006,Nacos 并发订阅与取消订阅导致服务索引丢失,分类,source-code-management,Source Code Management Software,,yes,2/3,0.77
cn-all-remaining-0294-fde2ddb5,Fluss 主键表批量读取丢失 Change Log 尾部记录,分类,source-code-management,Source Code Management Software,,yes,2/3,0.77
cn-all-remaining-0295-f02f928e,圆柱绕流模拟,分类,simulation-cae,Simulation & CAE Software,,no,3/3,0.53
cn-all-remaining-0296-45de6b63,复现并审计美国交通部 2025 年 1 月航空准点率监管数据产品,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,3/3,0.9
cn-all-remaining-0300-646973ab,环形基因组热图,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,3/3,0.67
cn-all-remaining-0302-299009d0,NYC Yellow Taxi January 2023 — Multi-source Data Engineering Pipeline,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,3/3,0.87
cn-all-remaining-0303-a8e1cff9,三分量连续波形响应校正、重采样与质量检查,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.85
cn-all-remaining-0304-cbead67f,背景噪声 PPSD、独立谱回代与台站频段适用性评估,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.85
cn-all-remaining-0305-ea897654,三分量环境噪声频率依赖极化与方向稳定性分析,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.64
cn-all-remaining-0307-0a4a417e,井下 DAS 的 DT3 多路径估计与异常诊断,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.5
cn-all-remaining-0314-df121ac2,直线电机行业竞争格局与产品进入机会研究,分类,competitive-intelligence,Competitive Intelligence Tools,,yes,3/3,0.52
cn-all-remaining-0315-288a70d1,Buchwald-Hartwig 反应条件数据的可复算审计,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,3/3,0.82
cn-all-remaining-0316-980114f4,红树林沉积物多模态响应证据矩阵与复验排程审计,分类,lims,LIMS Software,,yes,2/3,0.4
cn-all-remaining-0317-8020fa01,耳机收纳盒上盖注塑模具图纸放行前工程一致性审计,分类,mechanical-computer-aided-design-mcad,Mechanical Computer-aided Design (MCAD) Software,,yes,3/3,0.8
cn-all-remaining-0318-6f22c371,医药商业出库台账波动归因与集中暴露可复验审计,分类,pharmaceutical-distribution,Pharmaceutical Distribution Software,,yes,3/3,0.67
cn-all-remaining-0319-56b726ce,锆石U-Pb筛选敏感性、Lu-Hf采用年龄冲突与点位联结的可复验审计,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.52
cn-all-remaining-0320-d8bc55d2,张掖市两期乡镇耕地质量指数PCA标定可比性与障碍因子转移审计,分类,x-government-statistics-portal,Government Statistics / Open Data Portal — 官方统计与开放数据查询,,yes,3/3,0.47
cn-all-remaining-0321-d05903ab,D9整数评分卡D24时间外泛化、阈值鲁棒性与发布边界复验,分类,x-ml-experiment-tracking,ML Experiment Tracking / Model Registry — 逐 run 指标对比与模型版本,,yes,2/3,0.38
cn-all-remaining-0322-c294fc85,在线招聘渠道续约复盘、RFP对账与2026采购策略,分类,applicant-tracking-systems-ats,Applicant Tracking Systems (ATS),,yes,3/3,0.65
cn-all-remaining-0323-3f584fd1,福建—重庆公立医院内科医师招聘结构与配置研究,分类,job-board,Job Board Software,,yes,3/3,0.47
cn-all-remaining-0324-4be0ddcf,药学专业人员岗位供需、能力缺口与流动风险研究,分类,talent-intelligence,Talent Intelligence Software,,unsure,3/3,0.47
cn-all-remaining-0325-eb2f0968,市政排水改造项目月度进度更新、挣值分析与纠偏计划,分类,construction-project-management,Construction Project Management Software,,yes,3/3,0.68
cn-all-remaining-0326-9882d4ca,版本封板前的战斗系统自动化回归,分类,automation-testing-tools,Automation Testing Tools,,no,3/3,0.62
cn-all-remaining-0327-64d6e8a2,近海工程支持船吊装工况完整稳性、纵倾与压载方案核验,分类,marine,Marine Software,,yes,3/3,0.65
cn-all-remaining-0328-9e64a75f,    手游限时活动奖励、兑换商店与经济闭环自动化回归审计    ,分类,x-game-liveops-console,Game Engine Editor / LiveOps Admin Console — 游戏内容编辑器或运营后台,,no,2/3,0.55
cn-all-remaining-0329-17bc3a39,离子色谱批次原始数据复核、定量报告重建与质控放行判定,分类,scientific-data-management-system-sdms,Scientific Data Management Systems (SDMS),,yes,1/3,0.57
cn-all-remaining-0330-f8d853da,    夏季城市热岛、连续热浪与遥感地表温度回归的可复现科学分析    ,分类,weather-data-software,Weather Data Software,,yes,3/3,0.57
cn-all-remaining-0331-a4f0c1fc,    低水活度坚果谷物棒加速货架期建模、氧化失效判定与9个月标示放行核验    ,分类,laboratory,Laboratory Software,,yes,2/3,0.53
cn-all-remaining-0332-f8e4da12,鲜切苹果抗褐变处理中试数据分析、货架期估计与方案筛选,分类,laboratory,Laboratory Software,,yes,2/3,0.53
cn-all-remaining-0333-8f712f0a,桑基图+气泡图展示富集分析结果,分类,life-sciences,Life Sciences Software,,yes,2/3,0.45
cn-all-remaining-0334-839d2c46,宏观动态因子模型与 GARCH-VaR 集成风险预测,分类,financial-risk-management,Financial Risk Management Software,,no,3/3,0.6
cn-all-remaining-0335-2dca6689,DAS 脉冲响应与应变灵敏度标定,分类,geology-and-seismic,Geology and Seismic Software,,yes,1/3,0.5
cn-all-remaining-0336-4dee3ef5,无套利仿射短利率、不规则现金流定价与Key-rate风险引擎,分类,financial-risk-management,Financial Risk Management Software,,no,2/3,0.58
cn-all-remaining-0337-bafa6160,DAS 光纤监测系统配置多准则性能评估与选型决策,分类,geology-and-seismic,Geology and Seismic Software,,yes,2/3,0.57
cn-all-remaining-0338-2beb2471,双台面波频散提取与剪切波速度结构反演开发,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,2/3,0.53
