排除类别,一致度,任务名,依据,原文点名来源,custom_id
CAD/EDA 桌面工程文件,2/2,现场组焊与无损检测布置图编制,输入是球罐设计图转DXF焊缝图纸,,cn-all-remaining-1089-4ff6887d
实验室仪器原始导出,2/2,样品结构鉴定（NMR）,一维二维NMR谱数据（HSQC/COSY/HMBC）,,cn-all-remaining-0029-e2d81865
实验室仪器原始导出,2/2,多批次药物处理转录组数据的批次效应评估与差异表达判定,"无命名仓库线索,裸给counts矩阵与设计表",,cn-all-remaining-0179-4e71f3aa
实验室仪器原始导出,2/2,粉末衍射数据的从头晶胞测定,"XRD粉末衍射pattern.xy,单样品原始谱图",,cn-all-remaining-0182-84d4da65
实验室仪器原始导出,2/2,实测井下DAS小波互谱时延测量与沿光纤视相速度稳定性评估,"井下DAS现场原始应变率HDF5记录,单次采集",,cn-all-remaining-0192-dd5aeb8b
实验室仪器原始导出,2/2,专业文献绘图,单细胞差异表达裸表格，无任何仓库线索,,cn-all-remaining-0217-fbf764f2
实验室仪器原始导出,3/3,CuS/Cu-ZIF纳米材料多模态表征数据处理与可复现结果报告,DLS/UV-vis/FTIR仪器原始导出数据,Origin,cn-all-remaining-0232-d62432a4
实验室仪器原始导出,2/3,CYP3A4 抑制活性的定量结构-活性关系建模,"内部批次IC50测定,无命名仓库",,cn-all-remaining-0248-45095616
实验室仪器原始导出,2/2,红树林沉积物多模态响应证据矩阵与复验排程审计,FT-ICR MS只输出分类比例表无下载界面,FT-ICR MS,cn-all-remaining-0316-980114f4
实验室仪器原始导出,2/2,锆石U-Pb筛选敏感性、Lu-Hf采用年龄冲突与点位联结的可复验审计,U-Pb/Lu-Hf质谱测量与CL电镜图像,,cn-all-remaining-0319-56b726ce
实验室仪器原始导出,2/2,离子色谱批次原始数据复核、定量报告重建与质控放行判定,逐针离子色谱CSV为仪器原始导出读数,,cn-all-remaining-0329-17bc3a39
实验室仪器原始导出,2/2,鲜切苹果抗褐变处理中试数据分析、货架期估计与方案筛选,中试质构色差等原始检测记录仪器读数,,cn-all-remaining-0332-f8e4da12
实验室仪器原始导出,2/2,镍基高温合金金相检验与平均晶粒度评定,背散射电镜采集金相视场原始灰度图像,,cn-all-remaining-0341-e33f98f7
实验室仪器原始导出,3/3,用EIS评估金属材料电化学性能,input-1.xls为EIS仪器一次测量原始读数,,cn-all-remaining-0359-ab661e58
实验室仪器原始导出,2/2,微藻温度×盐度双因子实验数据质控、生长动力学与可复现统计复核,OD750/Fv0/Fm荧光仪单次实验原始读数导出,,cn-all-remaining-0401-c65c75e3
实验室仪器原始导出,2/2,新能源汽车电机端盖轴承座孔径量具R&R、SPC过程能力与量产放行审计,量具R&R与SPC子组为单次量具测量读数,,cn-all-remaining-0416-655ce14e
实验室仪器原始导出,2/2,氮磷添加对淡水藻类生长影响的微宇宙实验数据质控、统计分析与可复现研究报告,荧光仪叶绿素a标曲与水质原始导出记录,,cn-all-remaining-0418-1fa412f3
实验室仪器原始导出,2/2,岸桥主梁多工况强度、疲劳与应变监测一致性复核,应变传感器校准台账与原始日志单次采集,,cn-all-remaining-0426-e25051a2
实验室仪器原始导出,2/2,单缝衍射缝宽测量,单次夫琅禾费衍射实验的噪声剖面数据,,cn-all-remaining-0513-987196c7
实验室仪器原始导出,2/2,单波长等厚干涉膜厚级次反演与可辨识性评估,单波长干涉条纹实测剖面数据,,cn-all-remaining-0514-6eab7459
实验室仪器原始导出,2/2,有限正弦振幅光栅复场反演与积分衍射效率评估,光栅远场角谱实测剖面数据,,cn-all-remaining-0530-22ffde1c
实验室仪器原始导出,2/2,等倾干涉光学厚度反演、板厚锚定与参数可辨识性分析,等倾干涉径向剖面实测数据,,cn-all-remaining-0531-c5738f5e
实验室仪器原始导出,3/3,二手住宅交易前房屋查验、风险分级与修缮费用评估,现场仪器测量与取证图册原始记录,,cn-all-remaining-0707-03195156
实验室仪器原始导出,2/2,冬小麦氮肥梯度田间试验数据质控、产量响应与经济最优施氮量评估,田间多仪器原始试验数据,,cn-all-remaining-0730-2aca8f51
实验室仪器原始导出,2/2,低渗透注水井压力降落试井解释与安全配注评价,井底压力计原始降落记录,,cn-all-remaining-0733-c5b0a731
实验室仪器原始导出,2/2,7075铝合金回归再时效工艺窗口复核与批次分析,拉伸/硬度/电导率原始文件基线包,Al7075_RRA_screening_baseline,cn-all-remaining-0734-f1d1dd31
实验室仪器原始导出,2/2,FA/Cs混合阳离子钙钛矿PEAI表面钝化浓度筛选与器件稳定性联合评估,XRD/PL/UV-vis/JV仪器原始导出,,cn-all-remaining-0736-5ce861a1
实验室仪器原始导出,2/2,六轴机器人眼在手相机手眼标定与独立位姿一致性验证,机器人控制器与视觉程序导出的逐组位姿观测,,cn-all-remaining-0747-81c258a4
实验室仪器原始导出,2/2,市政道路路基顶面竣工测量复核与整修工程量核算,全站仪竣工测量观测点为仪器原始导出,,cn-all-remaining-0751-fa613e93
实验室仪器原始导出,2/2,三批次ELISA原始板读数质控、四参数曲线定量与配对效应分析,三块ELISA板酶标仪吸光度为仪器原始导出,,cn-all-remaining-0756-5e1f03fb
实验室仪器原始导出,2/2,800G 光模块 DSP 至线性驱动器 112 GBd PAM4 发射链路 SI 收敛,去嵌VNA与TDR台架实测原始数据,,cn-all-remaining-0762-91e5328c
实验室仪器原始导出,2/2,1310 nm EML TOSA 激光耦合光路容差与 Monitor PD 标定复核,远场/对准/MPD扫描仪器原始数据,,cn-all-remaining-0766-6df02367
实验室仪器原始导出,2/2,食品微生物96孔板生长曲线质控与动力学参数复核,酶标仪96孔板OD原始吸光度读数,,cn-all-remaining-0842-da7b283c
实验室仪器原始导出,2/3,两试验点春玉米氮肥梯度试验统计分析与经济施氮量评估,脱敏田间试验原始档案，非网站导出,,cn-all-remaining-0844-35269475
实验室仪器原始导出,3/3,口服小分子先导化合物体外 DMPK 数据质控、参数拟合与候选排序,CRO平台导出的原始检测明细表,,cn-all-remaining-0848-b2f6165d
实验室仪器原始导出,3/3,六轴工业机器人关节零偏、TCP 与基坐标联合标定,激光跟踪仪6D位姿类全站仪原始导出,,cn-all-remaining-0890-2a6e214f
实验室仪器原始导出,2/2,两试验点冬小麦氮肥梯度试验质控、产量响应与推荐施氮量评估,田间称量与土壤植株化验原始记录,,cn-all-remaining-0897-a4cd1207
实验室仪器原始导出,2/2,SiOx-石墨负极水系粘结剂循环与EIS联合下选,电池测试仪与EIS谱仪原始导出,,cn-all-remaining-0900-f7fd3143
实验室仪器原始导出,2/2,800G OSFP 光模块 DSP 热路径标定与上壳均温结构优化,热箱试验原始数据与结构模型文件,,cn-all-remaining-0904-5aa796df
实验室仪器原始导出,3/3,532 nm 10×激光扩束准直模组批量光束质量验收与装调补偿,焦散/准直扫描原始测量，仪器导出,,cn-all-remaining-0954-bb700950
实验室仪器原始导出,3/3,产业园道路路基土方复核与竣工断面偏差分析,全站仪断面观测点，仪器原始导出,,cn-all-remaining-0959-a0124dc6
实验室仪器原始导出,3/3,退役锂离子电芯容量评定与梯次分选,充放电电压电流逐时序，电池测试仪导出,,cn-all-remaining-0996-36bc0e6f
实验室仪器原始导出,2/2,冬小麦氮肥梯度田间试验数据质控、RCBD统计、经济—环境联合推荐与增效处理复现评估,产量台账+土壤/植株氮原始测定，单次试验记录,,cn-all-remaining-1107-49687a7c
实验室仪器原始导出,2/2,犊牛呼吸道病原多重qPCR批次质控、样本判定与场群病原谱复核,qPCR仪器原始Cq导出，逐孔读数,,cn-all-remaining-1108-9999aa90
实验室仪器原始导出,2/2,GH4169 LPBF工艺资格成形板旧版方法审计、多源材料数据复核与批次放行判定,密度/硬度/拉伸/金相仪器原始数据,,cn-all-remaining-1109-f8ee441a
实验室仪器原始导出,2/2,0–1 MPa智能压力变送器遗留校准工程复核、测量不确定度与批次放行,压力标准器/DMM校准原始读数,,cn-all-remaining-1113-3cca4370
实验室仪器原始导出,2/2,杉木人工林近自然改造4年永久样地复测、RCBD成效检验与阶段验收复核,样地逐木复测原始测量记录,,cn-all-remaining-1115-3ce39934
实验室仪器原始导出,2/2,双细胞系小分子联合用药实验的数据质控、剂量效应、协同窗口与候选推进复核,96孔板逐孔发光值原始读数,,cn-all-remaining-1116-e3c0e7a3
实验室仪器原始导出,2/2,大口黑鲈低鱼粉日粮56天饲喂试验数据复核、可复现统计评价与配方放大判定,桶级生物量与终末组成原始测定,,cn-all-remaining-1118-b4487f83
实验室仪器原始导出,2/2,低温 Hall 磁输运方法审计、双载流子复核与论文图发布门槛核验,锁相放大器Hall原始V-B读数,,cn-all-remaining-1121-8f9c7f01
实验室仪器原始导出,2/2,3D瀑布图,波长-振幅数据为光谱仪原始导出,,cn-all-remaining-1139-b42b94fb
地球物理处理与反演,2/2,垂直 DAS 微震震源入射路径校正,垂直DAS微震波形与走时拾取数据,,cn-all-remaining-0033-aca86d82
地球物理处理与反演,2/3,二维井间地震首波走时层析成像与异常体恢复,井间地震走时层析成像属测深反演类处理,,cn-all-remaining-0040-333737ca
地球物理处理与反演,2/2,雪崩 DAS 光缆布设技术评估与试验施工方案,DAS光缆规范PDF与论文，无检索网站,,cn-all-remaining-0065-5018d030
地球物理处理与反演,2/2,测井数据处理自动化,测井文本格式规范，无独立界面,FORWARD,cn-all-remaining-0066-a535bec7
地球物理处理与反演,2/2,不同到时差计算方法评估,地震/DAS波形本地文件，无可查询界面,,cn-all-remaining-0067-37577e9e
地球物理处理与反演,2/2,沿井速度建模算法复现及评估,井下DAS波形拾取估计沿井速度剖面，属地球物理处理数据,,cn-all-remaining-0088-743e1e5d
地球物理处理与反演,2/2,井下 DAS 波场可视化与 P/S 波拾取交互校核工具,井下DAS微震channel-time原始波场数据，无检索网站,,cn-all-remaining-0118-3dc7cdd7
地球物理处理与反演,2/2,二维双差定位算法的三维工程化迁移,速度模型/双差走时定位算法迁移，纯计算无界面来源,,cn-all-remaining-0120-b0a2424b
地球物理处理与反演,2/2,垂直DAS双事件双差到时二维震源定位,ttcrpy走时正演+双差定位反演，非网站数据,,cn-all-remaining-0121-037801b0
地球物理处理与反演,2/2,地热井连续 DAS 信号特征分析与可靠沿井速度剖面反演,地热井DAS原始应变率波形，无仓库,,cn-all-remaining-0141-b2af36d4
地球物理处理与反演,3/3,垂直 DAS 微震入射路径校正与跨事件速度一致性评估,"DAS合成波形+速度模型notebook,无检索门户",,cn-all-remaining-0290-e90402a5
地球物理处理与反演,3/3,井下 DAS 的 DT3 多路径估计与异常诊断,"井下DAS拾取与诊断CSV,无命名检索门户",,cn-all-remaining-0307-0a4a417e
地球物理处理与反演,2/2,双台面波频散提取与剪切波速度结构反演开发,合成地震图+隐藏真实模型的面波反演,PREM,cn-all-remaining-0338-2beb2471
地球物理处理与反演,2/2,大地电磁一维反演与等效层分析,合成MT数据一维反演与等效性分析,,cn-all-remaining-0339-08285313
地球物理处理与反演,2/3,海洋重力异常延拓与断裂识别,私有断层正演合成场，非可查询数据,ETOPO1,cn-all-remaining-0361-cf4b6cfb
地球物理处理与反演,2/3,微震全矩张量反演与分解,私有矩张量反演，非公开波形数据库,FORGE,cn-all-remaining-0362-01359fb6
地球物理处理与反演,3/3,地质横剖面自动制图与 FGDC 符号化渲染,合成井测井分层与断层地质剖面建模,,cn-all-remaining-0364-990a106a
地球物理处理与反演,2/2,DAS 双光纤散射体差分进化反演,DAS光纤几何、走时表、速度模型反演数据,,cn-all-remaining-0380-82b780a6
地球物理处理与反演,2/2,环境噪声源分布反演,噪声互相关格林函数源分布反演,,cn-all-remaining-0485-3b1847ee
地球物理处理与反演,2/2,历史 SEG-Y 空值语义取证、Rev1 规范化与逐样点回环验证,历史SEG-Y地震文件取证,,cn-all-remaining-0533-bec00c07
地球物理处理与反演,2/2,非规则缺道地震重建、防混叠选择与预测不确定性校准,非规则接收几何地震道重建,,cn-all-remaining-0534-85915e5c
地球物理处理与反演,2/2,时变子波盲估计、稀疏反射联合反演与预测区间校准,叠后剖面时变子波反演,,cn-all-remaining-0535-5d4acc7c
地球物理处理与反演,2/2,变深度拖缆鬼波参数联合反演、稳定去鬼波与实测陷波审计,拖缆地震压力记录去鬼波,,cn-all-remaining-0536-1532ccc9
地球物理处理与反演,2/2,多分量极性—方位联合旋转与单调 PP/PS 配准,多分量地震波场配准校正,,cn-all-remaining-0537-da51a5f5
地球物理处理与反演,2/2,速度模型不确定性下的衍射偏移、聚焦稳定性与模型选择,零偏移剖面衍射偏移成像,,cn-all-remaining-0538-818df7fa
地球物理处理与反演,2/2,阵列模态分解与传播事件检测,阵列传感器地震信号分解,,cn-all-remaining-0539-93bf92c9
地球物理处理与反演,2/2,分数时钟校正与双源解混,双源混采地震记录解混,,cn-all-remaining-0540-2410250a
地球物理处理与反演,2/2,CMP多视图NMO、semblance与选区质量控制工作台,"CMP/NMO/semblance离线处理工作站,非可浏览数据库",,cn-all-remaining-0547-16404817
地球物理处理与反演,2/2,原始CMP速度谱计算、多拾取与NMO预览实验台,"原始CMP速度谱拾取工作站,PUBLIC_CONTRACT交互合同",,cn-all-remaining-0548-d86866df
地球物理处理与反演,2/2,多道拖缆深度去鬼波频谱诊断与稳定逆滤波工作台,"拖缆去鬼波频谱逆滤波,道级处理非检索网站",,cn-all-remaining-0549-710f8d1a
地球物理处理与反演,2/2,偏移速度—孔径聚焦参数沙盒与多指标选择工作台,"偏移速度孔径聚焦参数沙盒,全分辨率成像计算",,cn-all-remaining-0550-b00a2d84
地球物理处理与反演,2/2,多分量偏振旋转、极性与PP/PS非线性配准检查器,"多分量偏振旋转PP/PS配准,逐道波形重算",,cn-all-remaining-0551-757676d5
地球物理处理与反演,2/2,地震处理DAG溯源、参数差异与质量风险传播工作台,"地震处理DAG溯源工具,内部处理流程审计非网站",,cn-all-remaining-0552-9ca580f7
地球物理处理与反演,2/2,AVO截距—梯度WLS、Bootstrap区间与情景不确定性交互分析器,"AVO截距梯度WLS/bootstrap,离线科学计算工作台",,cn-all-remaining-0553-14dfdc04
地球物理处理与反演,2/2,真实三维地震体结构属性与尺度稳定性审计,"三维地震体结构张量属性计算,全分辨率体数据",,cn-all-remaining-0554-5033ba94
地球物理处理与反演,2/2,井震时深PCHIP、子波相位与残差闭合交互工作台,井震标定PCHIP时深/子波相位交互工作台,,cn-all-remaining-0555-369c78bc
地球物理处理与反演,2/2,地震 Q 衰减趋势反演、因果相位闭合与稳定逆 Q 补偿,"逐道Q反演与因果逆Q补偿,处理链非检索页面",,cn-all-remaining-0556-376c3f15
地球物理处理与反演,2/2,地表相关多次波预测的时变匹配、保护相减与闭合审计,"地表相关多次波时变匹配相减,道集处理程序",,cn-all-remaining-0557-1a82cfc1
地球物理处理与反演,2/2,VTI 弹性波场 qP/qSV 模态分离、极化协变与边界伪影审计,"VTI弹性波场qP/qSV模态分离,快照级计算",,cn-all-remaining-0558-8ef62de9
地球物理处理与反演,2/2,稀疏首波走时层析、固定留出验证与分辨率后验分析,"首波走时层析反演,路径矩阵与分辨率审计",,cn-all-remaining-0559-a1c8015d
地球物理处理与反演,2/2,低秩、稀疏、传播相干与随机残差四分量联合分解,"阵列低秩稀疏相干分解,传感器级信号处理",,cn-all-remaining-0560-00181d52
地球物理处理与反演,2/2,速度模型推理的独立不确定性校准、OOD风险排序与无缝分块审计,"速度模型推理不确定性校准,分块拼接审计",,cn-all-remaining-0561-45e9cbd1
地球物理处理与反演,2/2,多测区地震全局极性、分数时移统一与真实差异保护,多测区地震极性/时移统一，属反演处理软件工作,,cn-all-remaining-0562-ed5ba58d
地球物理处理与反演,2/2,三维地震体正交切片、稳定拾取与解释状态恢复工作台,三维地震体解释工作台，类似Petrel离线复核,,cn-all-remaining-0563-ec4167d9
地球物理处理与反演,2/2,压力相关裂缝介质双模型贝叶斯联合反演与可辨识性审计,压力实验裂缝介质贝叶斯反演，岩石物理软件,,cn-all-remaining-0565-02890366
地球物理处理与反演,2/2,非规则阵列CLEAN面波抑制、留出验证与联合停止审计,非规则阵列CLEAN波束成形抑制面波,,cn-all-remaining-0566-a2d8c1d9
地球物理处理与反演,3/3,双轨InSAR时序形变分解、季节项与断点检测复核,"GeoTIFF形变反演,系地球物理处理",,cn-all-remaining-0675-f0557959
地球物理处理与反演,3/3,沿海化工园区SBAS-InSAR时序沉降重建、水准验证与工程风险发布核验,InSAR干涉相位反演工程数据,,cn-all-remaining-0939-ab1a6294
图像与媒体素材,3/3,游戏模型资产贴图过暗渲染修复,贴图与渲染图属像素级图像素材,,cn-all-remaining-0042-7d1cdb25
图像与媒体素材,2/2,story_to_animation_video,交付物是AI生成的分镜mp4视频素材,,cn-all-remaining-0081-ba5b245c
图像与媒体素材,2/2,game_daily_task_bot,依赖游戏客户端截图/录屏做界面识别,,cn-all-remaining-0198-6f703aa0
图像与媒体素材,2/2,super_press,游戏窗口画面截取识别，桌面客户端实时画面,,cn-all-remaining-0203-0a333446
图像与媒体素材,2/2,AutoLoginPro,本地模拟客户端窗口截图/模板匹配识别登录,,cn-all-remaining-0208-3882716b
图像与媒体素材,3/3,游戏模型资产贴图过暗渲染修复,贴图渲染前后图像与像素级处理,,cn-all-remaining-0236-9d88defd
图像与媒体素材,2/2,外科术前二维 CT 交互式分割与规划训练平台开发,模拟/脱敏单张灰度CT切片图像数据,,cn-all-remaining-0377-f420b9d5
图像与媒体素材,2/2,工业定子检测视频抽帧、标注质检与 YOLO 数据集前处理平台开发,输入是视频抽帧和YOLO标注图片,,cn-all-remaining-0382-1593e06a
图像与媒体素材,2/2,工业定子 YOLO 训练评估、模型转换与 RGB-D 推理部署流水线开发,推理输入为视频/图片流数据,,cn-all-remaining-0383-e493ff6b
图像与媒体素材,2/2,跨平台3D游戏渲染回归、Shader覆盖与发布准入自动化评测,GPU捕获PNG需计算PSNR/SSIM像素级指标,,cn-all-remaining-0425-800c9d3c
图像与媒体素材,3/3,移动端战斗场景动态分辨率时序上采样拖影修复与自动化画质门槛核验,"帧色/深度/运动矢量,系渲染媒体素材",,cn-all-remaining-0678-e0cb5301
图像与媒体素材,2/2,暴雨诱发滑坡遥感识别、清单编制与危险性分区,灾前灾后正射影像+DEM+外业点为像素级栅格数据,,cn-all-remaining-0739-dbedc17b
图像与媒体素材,2/2,儿童安全科普短片 v04 分镜粗剪 QC 与 v05 送审修订,粗剪动画mp4与分镜关键帧为影像媒体素材,,cn-all-remaining-0750-1b6458a9
图像与媒体素材,2/2,历史旅行海报翻拍数字化、校色与双版本交付,藏品翻拍原始照片为影像素材,,cn-all-remaining-0793-797a30ac
图像与媒体素材,2/2,“风从运河来”城市文创展竖屏动态开幕海报,分层设计素材与音频为媒体素材,,cn-all-remaining-0797-0871a408
图像与媒体素材,2/2,移动端游戏精灵图集自动裁剪、旋转装箱与像素级重建验证,散图PNG精灵图为游戏媒体素材,,cn-all-remaining-0799-597b1f63
图像与媒体素材,3/3,Godot 4 场景道具 PBR 纹理规范化、ORM 通道打包与材质库落地,PBR贴图为像素图像素材非网站数据,,cn-all-remaining-0873-b02290d1
图像与媒体素材,2/2,多时相遥感火烧迹地识别、烧毁强度分级与面积核算,多波段卫星反射率影像栅格数据,,cn-all-remaining-0896-de465666
图像与媒体素材,2/3,品牌定制微综艺单集 D-1 导演执行包重排与权益落地,影视现场制作脚本，非检索网站数据,,cn-all-remaining-0931-23dd643d
图像与媒体素材,3/3,香氛新品首发 KV 的 AIGC 多平台版本化适配、交付归档与自动质检,AIGC背景候选与产品透明PNG图像素材,,cn-all-remaining-0985-65cb1fbe
图像与媒体素材,2/2,PC High Render Graph异步计算、瞬态资源Alias与TAA时域稳定性封板复核,输入是引擎帧捕获与Golden截图,,cn-all-remaining-1106-c492795e
图像与媒体素材,2/2,晶圆缺陷图谱CNN的lot级验证、概率校准与影子运行准入复核,晶圆32×32缺陷图谱像素级数据,,cn-all-remaining-1122-0e0a5c47
其他,3/3,3d模型标准化质检,Blender三维网格模型与UV数据,,cn-all-remaining-0227-eea5b2ab
其他,2/2,办公楼租赁改造密集档案柜楼板及次梁结构复核,结构平面与构件承载力计算书,,cn-all-remaining-0725-cda78393
其他,2/2,28nm 数字后端多模式多角时序违例归并与低扰动 ECO 规划,STA多角签核报告与ECO候选为EDA工具本地文件,,cn-all-remaining-0742-70f554e3
其他,2/2,固定综合单价研发楼精装修及机电改造工程竣工结算审核与可复算成果交付,合同清单结算签证为造价软件本地工程文件,,cn-all-remaining-0749-a93ed2fd
其他,2/2,86型智能新风控制器前面板 ID 冻结、CMF 与丝印规范,工程包络OBJ与ID控制图为工业设计工程文件,,cn-all-remaining-0755-7e078c66
其他,2/2,DDR4-3200 x16 写通道裕量、布线规则与原理图一致性签核,原理图网表布线报告工程文件,,cn-all-remaining-0764-70abef1f
其他,2/2,五口千兆工业交换机 RevA 至 RevB 关键电路复核与工程变更,原理图网表上电波形工程文件,,cn-all-remaining-0769-81e1937e
其他,2/2,24 V 工业控制器电源板 Rev.A 失效复盘与 Rev.B ECO,原理图网表BOM为EDA工程文件,,cn-all-remaining-0785-b7c2ca13
其他,3/3,城镇关卡静态网格 Meshlet 构建、边界锥生成与回归验证,网格顶点三角形为三维几何模型文件,,cn-all-remaining-0887-162ec7ac
HPC 算例输出,2/3,UE5跨平台性能基线复盘、版本效果验证与两轮优化排期,性能测试逐帧日志无可查询界面,,cn-all-remaining-0878-190be40d
HPC 算例输出,2/3,游戏服务端版本容量基线、回归定位与开服扩容决策研究,压测逐分钟日志无可查询界面,,cn-all-remaining-0884-99d8b353
HPC 算例输出,2/3,竞技场战果回调幂等补账与赛季积分对账,结算回调JSONL日志无查询界面,,cn-all-remaining-0885-9354b4d1
HPC 算例输出,3/3,跨平台实时渲染器帧时间、画质、着色器、显存、时间域稳定性与崩溃恢复联合验收及版本发布判定,渲染引擎测试日志，无查询界面,,cn-all-remaining-0944-1ca3a5c9
HPC 算例输出,2/2,凌星候选 CAND-017.01 三扇区光变复核、v1 方法审计与后续观测申请放行,光变复算与v1.6历史工程日志，无检索界面,,cn-all-remaining-1125-9f6e42af
